date,2023
Jun,18.0
May,19.78
Apr,22.990000000000002
Mar,25.924999999999997
Feb,27.575000000000003
Jan,27.759999999999998
Dec,25.72
Nov,22.4
Oct,21.205
Sep,18.71
Aug,17.8
Jul,16.32
Jun,17.405
May,20.525
Apr,21.645
Mar,24.705
Feb,26.485
Jan,27.52
